EntityNumber,Language,TypeOfDenomination,Denomination
0211.370.918,2,1,Kerkfabriek Sint-Jozef te Moorsel (VL - Tervuren)
0211.371.017,2,1,Kerkfabriek Saint Victor (VL - Tervuren)
0211.371.116,1,1,Fabrique d'Eglise Saint-Hubert à Terwagne (WL - Clavier)
0211.371.215,2,1,Kerkfabriek Sint-Martinus (VL - Tessenderlo)
0211.371.314,2,1,Kerkfabriek Sint-Lucia te Engsbergen (VL - Tessenderlo)
0211.371.413,2,1,Kerkfabriek Sint-Jozef Werkman te Schoot (VL - Tessenderlo)
0211.371.611,2,1,Kerkfabriek Sint-Barbara te Berg (VL - Tessenderlo)
0211.371.710,2,1,Kerkfabriek Sint-Pieter te Testelt (VL - Scherpenheuvel-Zichem)
0211.371.908,2,1,Kerkfabriek Sint-Petrus te Teuven (VL - Voeren)
0211.372.007,1,1,Fabrique d'Eglise Saints-Hermès-et-Alexandre (WL - Theux)
0211.372.106,1,1,Fabrique d'Eglise Saint-Augustin à Juslenville (WL - Theux)
0211.372.205,1,1,Fabrique d'Eglise Saint-Georges à Oneux (VL - Theux)
0211.372.304,1,1,Fabrique d'Eglise Saint Eloi de Becco ( WL- Theux )
0211.372.403,1,1,Fabrique d'Eglise Saint-Hippolyte à Thiaumont (WL - Attert)
0211.372.502,1,1,Fabrique d'Eglise Saint-Servais à Thiaumont (WL - Attert)
0211.372.601,1,1,Fabrique d'Eglise à Thiaumont ( WL - Attert )
0211.372.797,1,1,Fabrique d'Eglise Saint Martin àThiméon ( WL - Pont-à-Celles )
0211.372.896,1,1,Fabrique d'Eglise Sainte-Marguerite à Thines (WL - Nivelles)
0211.372.995,1,1,Fabrique d'Eglise Saint Martin de Thisnes
0211.373.094,3,1,Kirchenfabrik Sankt-Joseph in Braunlauf (WL - Burg-Reuland)
0211.373.193,1,1,Fabrique d'Eglise Saint Remi ( WL - Andenne )
0211.373.292,1,1,Fabrique d'Eglise àThon ( WL - Andenne )
0211.373.391,1,1,Fabrique d'Eglise Saint-Martin (WL - Perwez)
0211.373.490,1,1,Fabrique d'Eglise Saint-Trond à Thorembais-Saint-Trond (WL - Perwez)
0211.373.589,1,1,Fabrique d'Eglise de la Sainte Vierge à Thoricourt ( WL -  Silly )
0211.373.688,1,1,Fabrique d'Eglise Sainte-Vierge à Thuillies (WL - Thuin)
0211.373.985,1,1,Fabrique d'Eglise Christ Roi à Waibes (WL - Thuin)
0211.374.084,1,1,Fabrique d'Eglise Saint-Martin à Thulin (WL - Hensies)
0211.374.183,1,1,Fabrique d'Eglise Saint-Pierre à Thy-Le-Bauduin (WL - Florennes)
0211.374.282,1,1,Fabrique d'Eglise Saint Nicolas à Thynes ( WL - Dinant )
0211.374.381,1,1,Fabrique d'Eglise Saint Pierre et Paul à Thy-Le-Château ( WL - Walcourt )
0211.374.480,2,1,Kerkfabriek Sint-Arnoldus te Tiegem (VL - Anzegem)
0211.374.579,2,1,Kerkfabriek Sint-Margaretha te Tielen (VL - Kasterlee)
0211.374.678,2,1,Kerkfabriek Sint-Petrus te Tielrode (VL - Temse)
0211.374.876,2,1,Kerkfabriek Sint-Donatus (VL – Tielt-Winge)
0211.374.975,2,1,Kerkfabriek Sint-Jozef Werkman (VL - Tielt)
0211.375.074,1,1,Fabrique d'Eglise Sainte-Marguerite à Tihange (WL - Huy)
0211.375.272,1,1,Fabrique d'Eglise Saint-Léger à Tilff (WL - Esneux)
0211.375.470,1,1,Fabrique d'Eglise à Tilff ( WL- Esneux )
0211.375.569,1,1,Fabrique d'Eglise Saint Ouen à Tillet ( WL - Sainte-Ode )
0211.375.668,1,1,Fabrique d'Eglise Saint Lambert de Houmont( WL - Sainte-Ode )
0211.375.866,1,1,Fabrique d'Eglise Saint Isidore de Magerotte à Tillet  ( WL-  Sainte-Ode )
0211.375.965,1,1,Fabrique d'Eglise Saint-Hubert à Tilleur (WL - Saint-Nicolas)
0211.376.163,1,1,Fabrique d'Eglise Saint Feuillen  à Tillier ( WL - Fernelmont )
0211.376.262,1,1,Fabrique d'Eglise Notre Dame des Affligés à Tilly (WL - Villers-la-Ville)
0211.376.361,1,1,Fabrique d'Eglise de l'Assomption à Tintigny ( WL - Tintigny )
0211.376.460,2,1,Kerkfabriek Sint-Germanus (VL - Tienen)
0211.376.856,2,1,Kerkfabriek Sint-Gillis te Kumtich (VL -Tienen)
0211.377.054,1,1,Fabrique d'Eglise Saint-Denis à Toernich (WL - Arlon)
0211.377.153,1,1,Fabrique d'Eglise Saint Martin à Tohogne ( WL - Durbuy )
0211.377.252,1,1,Fabrique d'Eglise Saint-Hubert à Tohogne (WL - Durbuy)
0211.377.351,1,1,Fabrique d'Eglise Saint Remacle à Tohogne ( WL -  Durbuy )
0211.377.450,1,1,Fabrique d'Eglise à Tohogne ( WL - Durbuy )
0211.377.549,2,1,Kerkfabriek Sint-Martinus te Tollembeek (VL - Galmaarden)
0211.377.648,2,1,Kerkfabriek Onze-Lieve-Vrouw te Herhout (VL - Galmaarden)
0211.377.846,2,1,Kerkfabriek Sint-Jan Baptist (VL - Tongeren)
0211.377.945,2,1,Kerkfabriek Sint-Lutgardis (VL - Tongeren)
0211.378.044,2,1,Kerkfabriek Sint-Jozef (VL - Tongeren)
0211.378.143,2,1,Kerkfabriek Sint-Maternus (VL - Tongeren)
0211.378.242,2,1,Kerkfabriek Sint-Anna te Tongerlo (VL - Westerlo)
0211.378.341,1,1,Fabrique d'Eglise Sainte-Alix (BR - Woluwé-Saint-Pierre)
0211.378.341,2,1,Kerkfabriek Sint-Aleidis (BR - Sint-Pieters-Woluwe)
0211.378.440,1,1,Fabrique d'Eglise Saint Eloy à Yvoir ( WL - Yvoir )
0211.378.539,2,1,Kerkfabriek Sint-Ursmarus te Zegelsem (VL - Brakel)
0211.378.638,2,1,Kerkfabriek Sint-Laurentius (VL - Zelzate)
0211.378.737,2,1,Kerkfabriek Sint-Harlindis en Relindis te Ellikom (VL - Oudsbergen)
0211.378.836,1,1,Fabrique d'Eglise Saint Remi à Yves-Gomezée (WL - Walcourt)
0211.378.935,1,1,Fabrique d'Eglise Saint-Joseph à Trembleur (WL - Blégny)
0211.379.034,1,1,Fabrique d'Eglise Saint-Lambert à Wonck (WL - Bassenge)
0211.379.133,2,1,Kerkfabriek Onze-Lieve-Vrouw Hemelvaart te Wulveringem (VL - Veurne)
0211.379.232,2,1,Kerkfabriek Heilig Hart te Boekt (VL - Heusden-Zolder)
0211.379.331,2,1,Kerkfabriek Sint-Jozef en de Gelukzalige Karel de Goede te Wijnendale (VL - Torhout)
0211.379.430,2,1,Kerkfabriek Sint-Jozef arbeider (VL - Torhout)
0211.379.529,1,1,Fabrique d'Eglise Saint-Pierre à Tourinne-la-Chaussée (WL - Braives)
0211.379.628,1,1,Fabrique d'Eglise Saint-Martin à Tourinnes-la-Grosse (WL - Beauvechain)
0211.379.727,1,1,Fabrique d'Eglise Saint-Lambert à Tourinnes-Saint-Lambert (WL - Walhain)
0211.379.826,1,1,Fabrique d'Eglise Saint-Servais à Tourinnes-Saint-Lambert (WL - Walhain)
0211.379.925,2,1,Kerkfabriek Sint-Amelberga (VL - Zandhoven)
0211.380.024,1,1,Fabrique d'Eglise Saint-Brice (WL - Tournai)
0211.380.123,2,1,Kerkfabriek Onze-Lieve-Vrouw-Hemelvaart (VL - Wuustwezel)
0211.380.222,2,1,Kerkfabriek Heilige Bartholomeus (VL - Oostende)
0211.380.321,1,1,Fabrique d'Eglise Saint-Quentin et Saint-Jacques (WL - Tournai)
0211.380.519,2,1,Kerkfabriek Sint-Petrus en Paulus (VL - Wommelgem)
0211.380.618,2,1,Kerkfabriek Sint-Martinus te Woubrechtegem (VL - Herzele)
0211.380.717,2,1,Kerkfabriek Sint-Dionysius
0211.380.915,1,1,Fabrique d'Eglise Saint-Piat (WL - Tournai)
0211.381.014,2,1,Kerkfabriek Sint-Catharina te Zillebeke (VL - Ieper)
0211.381.212,2,1,Kerkfabriek Sint-Jozef (VL - Zaventem)
0211.381.311,2,1,Kerkfabriek Sint-Amandus te Zeveren (VL - Deinze)
0211.381.509,1,1,Fabrique d'Eglise Sainte-Suzanne (BR - Schaerbeek)
0211.381.509,2,1,Kerkfabriek Sint-Suzanna (BR - Schaarbeek)
0211.381.608,1,1,Fabrique d'Eglise Divin-Sauveur (BR - Schaerbeek)
0211.381.608,2,1,Kerkfabriek Goddelijke-Zaligmaker (BR - Schaarbeek)
0211.381.707,2,1,Kerkfabriek Sint-Hubertus te Schaffen (VL - Diest)
0211.381.806,2,1,Kerkfabriek Sint-Medardus te Wijtschate (VL - Heuvelland)
0211.381.905,2,1,Kerkfabriek Sint-Brixius te Schalkhoven (VL - Hoeselt)
0211.382.004,2,1,Kerkfabriek Sint-Pieter (VL - Ieper)
0211.382.103,1,1,Fabrique d'Eglise Notre-Dame Immaculée (WL - Tubize)
0211.382.202,2,1,Kerkfabriek Sint-Petrus en Sint-Paulus (VL - Schelle)
0211.382.301,2,1,Kerkfabriek Heilige Familie te Vleugt (VL - Diest)
0211.382.497,2,1,Kerkfabriek Sint-Jan Onthoofding te Schellebelle (VL - Wichelen)
0211.382.596,2,1,Kerkfabriek Sint-Amandus te Schendelbeke (VL - Geraardsbergen)
0211.382.695,2,1,Kerkfabriek Sint-Rumoldus te Schepdaal (VL - Dilbeek)
0211.382.794,2,1,Kerkfabriek Sint-Catharina te Wondelgem (VL - Gent)
0211.382.893,2,1,Kerkfabriek Sint Jan Berchmans (VL - Scherpenheuvel-Zichem)
0211.382.992,2,1,Kerkfabriek Sint-Bavo te Zellik (VL - Asse)
0211.383.091,2,1,Kerkfabriek Sint-Genoveva te Zichen-Zussen-Bolder (VL - Riemst)
0211.383.190,2,1,Kerkfabriek Sint-Jan Baptist te Wortel (VL - Hoogstraten)
0211.383.289,2,1,Kerkfabriek Sint-Jozef te Jonkershove (VL - Houthulst)
0211.383.388,2,1,Kerkfabriek Onze-Lieve-Vrouw te Zarlardinge (VL - Geraardsbergen)
0211.383.487,2,1,Kerkfabriek Sint-Lambertus te Zelem (VL - Halen)
0211.383.586,2,1,Kerkfabriek Sint-Hubertus en Sint-Vincentius te Zolder (VL - Heusden-Zolder)
0211.383.685,1,1,Fabrique d'Eglise Notre-Dame de Tongre à Tongre-Notre-Dame (WL - Chièvres)
0211.383.784,2,1,Kerkfabriek Sint-Gertrudis te Sint-Gertrudis-Pede (VL - Dilbeek)
0211.383.883,1,1,Fabrique d'Eglise Notre-Dame Auxiliatrice (WL - Tournai)
0211.383.982,2,1,Kerkfabriek Onze-Lieve-Vrouw te Scherpenheuvel (VL - Scherpenheuvel-Zichem)
0211.384.081,2,1,Kerkfabriek Sint-Jozef te Bloemendaal (VL - Schoten)
0211.384.180,2,1,Kerkfabriek Heilige Familie (VL - Schoten)
0211.384.279,2,1,Kerkfabriek Onze-Lieve-Vrouw Tenhemelopneming te Wijshagen (VL - Meeuwen-Gruitrode)
0211.384.477,2,1,Kerkfabriek Sint-Jacob (VL - Ieper)
0211.384.576,2,1,Kerkfabriek Sint-Bavo (VL - Zingem)
0211.384.675,2,1,Kerkfabriek Onze-Lieve-Vrouw en Sint-Petrus te Zaffelare (VL - Lochristi)
0211.384.774,2,1,Kerkfabriek Sint-Jozef te Zwevezele (VL - Wingene)
0211.384.873,2,1,Kerkfabriek Sint-Jozef te Zichem (VL - Scherpenheuvel-Zichem)
0211.384.972,2,1,Kerkfabriek Onze-Lieve-Vrouw-Geboorte te Schuiferskapelle (VL - Tielt)
0211.385.170,1,1,Fabrique d'Eglise Sacré-Coeur (WL - Tournai)
0211.385.269,1,1,Fabrique d'Eglise Saint Etienne à Seilles ( WL - Andenne )
0211.385.368,1,1,Fabrique d'Eglise Saint-Antoine (WL - Tournai)
0211.385.467,2,1,Kerkfabriek Sint-Filippus (VL - Schoten)
0211.385.566,2,1,Kerkfabriek Sint-Jan-Baptist te Schulen (VL - Herk-de-Stad)
0211.385.665,1,1,Fabrique d'Eglise Saint-Lambert à Sensenruth (WL - Bouillon)
0211.385.764,1,1,Fabrique d'Eglise Saint Etienne de Petite Somme (WL - Durbuy)
0211.385.863,1,1,Fabrique d'Eglise Saints-Cyr-et-Julitte (WL - Seneffe)
0211.385.962,1,1,Fabrique d'Eglise Saint Léger à Sensenruth ( WL - Bouillon )
0211.386.061,1,1,Fabrique d'Eglise de la Visitation Sainte Vierge de Palenge-Septon ( WL - Durbuy )
0211.386.160,1,1,Fabrique d'Eglise Notre-Dame Immaculée Conception à Lize Notre-Dame (WL - Seraing)
0211.386.259,1,1,Fabrique d'Eglise Saint-Léonard à Chatqueue (WL - Seraing )
0211.386.358,1,1,Fabrique d'Eglise Saint-Lambert (WL - Seraing)
0211.386.457,1,1,Fabrique d'Eglise Christ-Ouvrier à Val-Potet (WL - Seraing)
0211.386.556,1,1,Fabrique d'Eglise Saint-Joseph à Lize (WL - Seraing)
0211.386.655,1,1,Fabrique d'Eglise Notre-Dame de l'Assomption (WL - Seraing)
0211.386.754,1,1,Fabrique d'Eglise Saint-Eloi (WL - Seraing)
0211.386.853,1,1,Fabrique d'Eglise Saint Pierre à Serinchamps ( WL - Ciney )
0211.386.952,1,1,Fabrique d'Eglise Saint-Adelin à Serinchamps (WL - Rochefort)
0211.387.051,2,1,Kerkfabriek Sint-Denijs te Serskamp (VL - Wichelen)
0211.387.249,2,1,Kerkfabriek Sint-Stephanus te 's Herenelderen (VL - Tongeren)
0211.387.348,1,1,Fabrique d'Eglise de Mande Sainte Marie à Sibret ( WL - Vaux-sur-Sûre )
0211.387.447,1,1,Fabrique d'Eglise Saint André de Chenogne ( WL - Vaux-sur-Sûre )
0211.387.546,1,1,Fabrique d'Eglise à Sibret ( WL - Vaux-sur-Sûre )
0211.387.645,1,1,Fabrique d'Eglise Saint Brice à Sibret ( WL - Vaux-sur-Sûre )
0211.387.744,2,1,Kerkfabriek Sint-Martinus te Sijsele (VL - Damme)
0211.387.942,2,1,Kerkfabriek Sint-Catharina te Sinaai (VL - Sint-Niklaas)
0211.388.041,2,1,Kerkfabriek Onze-Lieve-Vrouw Onbevlekt Ontvangen te Klein-Sinaai (VL - Stekene)
0211.388.140,2,1,Kerkfabriek Sint-Agatha te Sint-Agatha-Rode (VL - Huldenberg)
0211.388.338,2,1,Kerkfabriek Sint-Bernadette te Sint-Amandsberg (VL - Gent)
0211.388.635,2,1,Kerkfabriek Sint-Amandus te Sint-Amandsberg (VL - Gent)
0211.388.734,2,1,Kerkfabriek Onze-Lieve-Vrouw te Sint-Amandsberg (VL - Gent)
0211.388.833,2,1,Kerkfabriek Sint-Baafs te Sint-Andries (VL - Brugge)
0211.389.031,2,1,Kerkfabriek Sint Willy (VL - Brugge)
0211.389.130,2,1,Kerkfabriek Sint-Gertrudis te Sint-Antelinks (VL - Herzele)
0211.389.229,2,1,Kerkfabriek Sint-Bavo te Sint-Baafs-Vijve (VL - Wielsbeke)
0211.389.427,2,1,Kerkfabriek Sint-Dyonisius en Sint-Genesius te Sint-Denijs (VL - Zwevegem)
0211.389.625,2,1,Kerkfabriek Sint-Dionysius te Sint-Denijs-Westrem (VL - Gent)
0211.389.724,2,1,Kerkfabriek Sint-Eligius te Sint-Eloois-Vijve (VL - Waregem)
0211.389.823,2,1,Kerkfabriek Sint-Eligius te Sint-Eloois-Winkel (VL - Ledegem)
0211.389.922,2,1,Kerkfabriek Sint-Genesius (VL - Sint-Genesius-Rode)
0211.390.021,2,1,Kerkfabriek Sint-Barbara te De Hoek (VL - Sint-Genesius-Rode)
0211.390.120,2,1,Kerkfabriek Onze-Lieve-Vrouw Oorzaak onzer Blijdschap te Middenhut (VL - Sint-Genesius-Rode)
0211.390.219,2,1,Kerkfabriek Sint-Egidius (VL - Sint-Gillis-Waas)
0211.390.318,2,1,Kerkfabriek Sint-Egidius te Sint-Gillis-bij-Dendermonde (VL - Dendermonde)
0211.390.615,1,1,Fabrique d'Eglise Saint-Paul (WL - Tournai)
0211.390.813,2,1,Kerkfabriek Sint-Gorik te Kobbegem (VL - Asse)
0211.390.912,2,1,Kerkfabriek Sint-Jan Baptist te Relegem (VL - Asse)
0211.391.011,2,1,Kerkfabriek Sint-Gorik te Sint-Goriks-Oudenhove (VL - Zottegem)
0211.391.110,2,1,Kerkfabriek Sint-Hubertus te Sint-Huibrechts-Hern (VL - Hoeselt)
0211.391.209,2,1,Kerkfabriek Sint-Jacobus te Sint-Jacobs-Kapelle (VL - Diksmuide)
0211.391.308,2,1,Kerkfabriek Sint-Jan Baptist te Sint-Jan-in-Eremo (VL - Sint-Laureins)
0211.391.407,2,1,Kerkfabriek Heilige Man Job te Sint-Job-in-'t-Goor (VL - Brecht)
0211.391.506,1,1,Notre Dame du Sacré-Coeur à Seneffe ( WL - Seneffe )
0211.391.605,2,1,Kerkfabriek Onze-Lieve-Vrouw van Lourdes te Sint-Job-in-'t-Goor (VL - Brecht)
0211.391.704,2,1,Kerkfabriek Sint-Joris te Sint-Joris (VL - Nieuwpoort)
0211.391.803,2,1,Kerkfabriek Sint-Georgius te Sint-Joris-ten-Distel (VL - Beernem)
0211.391.902,2,1,Kerkfabriek Sint-Augustinus (VL - Sint-Katelijne-Waver)
0211.392.001,2,1,Kerkfabriek Goede Herder (VL - Sint-Katelijne-Waver)
0211.392.197,2,1,Kerkfabriek Sint-Catharina (VL - Sint-Katelijne-Waver)
0211.392.296,2,1,Kerkfabriek Sint-Catharina te Sint-Katherina-Lombeek (VL - Ternat)
0211.392.494,2,1,Kerkfabriek Heilige Kruisverheffing en Sint-Jozef te Sint-Kruis (VL - Brugge)
0211.392.593,2,1,Kerkfabriek Onze-Lieve-Vrouw van 7 Weeën te Schoonaarde (VL - Dendermonde)
0211.392.791,1,1,Fabrique d'Eglise Saint Martin à Torgny ( WL - Rouvroy )
0211.392.890,1,1,Fabrique d'Eglise Saint-Pierre à Seny (WL - Tinlot)
0211.393.187,1,1,Fabrique d'Eglise Sainte Odile à Selange ( WL - Messancy )
0211.393.286,2,1,Kerkfabriek Sint-Jan Baptist te Schriek (VL - Heist-op-den-Berg)
0211.393.385,2,1,Kerkfabriek Sint-Thomas van Kantelberg te Sint-Kruis (VL - Brugge)
0211.393.484,1,1,Fabrique d'Eglise Saint Maurice à Sclayn ( WL - Andenne )
0211.393.583,2,1,Kerkfabriek Sint-Leonardus te Sint-Lenaarts (VL - Brecht)
0211.393.682,2,1,Kerkfabriek Sint-Henricus te Sint-Henricus (VL - Torhout)
0211.393.781,2,1,Kerkfabriek Onze-Lieve-Vrouw Hemel Opgenomen (VL - Torhout)
0211.393.880,2,1,Kerkfabriek Sint-Christoffel te Scheldewindeke (VL - Oosterzele)
0211.393.979,2,1,Kerkfabriek Sint-Pietersbanden (VL - Torhout)
0211.394.078,2,1,Kerkfabriek Sint-Petrus te Schorisse (VL - Maarkedal)
0211.394.276,2,1,Kerkfabriek Onze-Lieve-Vrouw-Hemelvaart te Sint-Maria-Horebeke (VL - Horebeke)
0211.394.375,2,1,Kerkfabriek Sint-Jan Baptist te Hemelveerdegem (VL - Lierde)
0211.394.474,2,1,Kerkfabriek Sint-Martinus (VL - Sint-Martens-Latem)
0211.394.573,2,1,Kerkfabriek Sint-Laurentius (VL - Sint-Laureins)
0211.394.672,2,1,Kerkfabriek Sint-Michiel (VL - Sint-Lievens-Houtem)
0211.394.771,2,1,Kerkfabriek Sint-Martinus te Sint-Martens-Lierde (VL - Lierde)
0211.394.870,1,1,Fabrique d'Eglise Saint Hubert à Tontelange ( WL - Attert )
0211.394.969,1,1,Fabrique d'Eglise Saint-Jean-Baptiste (WL - Tournai)
0211.395.068,1,1,Fabrique d'Eglise Saint Martin à Scy (WL - Hamois)
0211.395.167,1,1,Fabrique d'Eglise Assomption de la Vierge (WL - Seraing)
0211.395.266,1,1,Fabrique d'Eglise Saint-Amand à Ramegnies-Chin (WL - Tournai)
0211.395.365,2,1,Kerkfabriek Sint-Maria-Magdalena te Sint-Maria-Lierde (VL - Lierde)
0211.395.464,2,1,Kerkfabriek Sint-Johannes Bosco (VL - Sint-Niklaas)
0211.395.662,2,1,Kerkfabriek Sint-Paulus te Sint-Pauwels (VL - Sint-Gillis-Waas)
0211.395.860,1,1,Fabrique d'Eglise Saint Cosme et Damiens à Tontelange ( WL - Attert )
0211.395.959,2,1,Kerkfabriek Sint-Martinus Dilbeek (VL - Dilbeek)
0211.396.058,1,1,Fabrique d'Eglise à Seilles ( WL - Andenne )
0211.396.157,1,1,Fabrique d'Eglise Saint-Antoine de Padoue (WL - Seraing)
0211.396.256,2,1,Kerkfabriek Sint-Jan-Bosco (VL - Torhout)
0211.396.355,2,1,Kerkfabriek Heilige Dominicus (BR - Sint-Pieters-Woluwe)
0211.396.454,2,1,Kerkfabriek Onze-Lieve-Vrouw Tenhemelopneming (VL - Sint-Truiden)
0211.396.553,2,1,Kerkfabriek Sint-Jacobus te Schurhoven (VL - Sint-Truiden)
0211.396.751,2,1,Kerkfabriek Heilig Hart te Deuzeld (VL - Schoten)
0211.396.850,2,1,Kerkfabriek Sint-Pieter (VL - Sint-Pieters-Leeuw)
0211.397.147,2,1,Kerkfabriek Sint-Gangulfus (VL - Sint-Truiden)
0211.397.246,2,1,Kerkfabriek Sint-Jozef (VL - Sint-Truiden)
0211.397.345,2,1,Kerkfabriek Onze-Lieve-Vrouw te Schore (VL - Middelkerke)
0211.397.444,2,1,Kerkfabriek Sint-Ulrik te Sint-Ulriks-Kapelle (VL - Dilbeek)
0211.397.543,1,1,Fabrique d'Eglise Saint-Lambert à Sippenaeken (WL - Plombières)
0211.397.642,2,1,Kerkfabriek Sint-Cordula (VL - Schoten)
0211.397.741,1,1,Fabrique d'Eglise Notre Dame de Fatima ( WL -  Saint-Ghislain )
0211.397.840,2,1,Kerkfabriek Heilige Naam Jezus te Grootlo (VL - Heist-op-den-Berg)
0211.397.939,2,1,Kerkfabriek Sint-Joris en Sint-Godelieve te Sleidinge (VL - Evergem)
0211.398.038,2,1,Kerkfabriek Sint-Pietersbanden te Semmerzake (VL - Gavere)
0211.398.137,1,1,Fabrique d'Eglise à Rosaire (WL - Tournai)
0211.398.335,2,1,Kerkfabriek Sint-Martinus te Sint-Martens-Voeren (VL - Voeren)
0211.398.434,1,1,Fabrique d'Eglise Notre-Dame de la Salette (WL - Tournai)
0211.398.533,2,1,Kerkfabriek Sint-Martinus te Sint-Martens-Lennik (VL- Lennik)
0211.398.731,2,1,Kerkfabriek Sint-Nicolaas (VL - Sint-Niklaas)
0211.398.830,1,1,Fabrique d'Eglise Saint-Maurice à Soheit-Tinlot (WL - Tinlot)
0211.398.929,2,1,Kerkfabriek Sint-Eligius te Snellegem (VL - Jabbeke)
0211.399.028,1,1,Fabrique d'Eglise Saint Marcoul à Sohier ( WL - Wellin )
0211.399.127,2,1,Kerkfabriek Heilige Guibertus (VL - Schilde)
0211.399.325,2,1,Kerkfabriek Onze-Lieve-Vrouw ten Hemel Opgenomen te Sint-Maria-Oudenhove (VL - Zottegem)
0211.399.424,1,1,Fabrique d'Eglise Sainte Marguerite à Smuid ( WL - Libin )
0211.399.523,1,1,Fabrique d'Eglise Saint Lambert à Sohier ( WL - Wellin )
0211.399.622,1,1,Fabrique d'Eglise Notre-Dame de l'Assomption (WL - Sombreffe)
0211.399.721,1,1,Fabrique d'Eglise Saint Amand à Sirault ( WL - Saint-Ghislain )
0211.399.919,1,1,Fabrique d'Eglise Saint-Vincent (WL - Soignies)
0211.400.018,1,1,Fabrique d'Eglise à Sombreffe ( WL - Sombreffe )
0211.400.117,1,1,Fabrique d'Eglise Saint Remi à Somme-Leuze ( WL - Somme-Leuze )
0211.400.216,2,1,Emmaüs te Sint-Andries - Sint-Michiels (VL - Brugge)
0211.400.315,1,1,Fabrique d'Eglise Saint Médard ( WL - Erquelinnes )
0211.400.414,2,1,Kerkfabriek Sint-Pieter te Sint-Pieters-Rode (VL - Holsbeek)
0211.400.612,2,1,Kerkfabriek Sint-Augustinus (VL - Sint-Truiden)
0211.400.711,1,1,Fabrique d'Eglise Notre Dame Médiatrice à Sivry ( WL - Sivry-Rance )
0211.400.810,1,1,Fabrique d'Eglise de l'Immaculée Conception à Soignies ( WL - Soignies )
0211.400.909,1,1,Fabrique d'Eglise Saint Barthélemy à Souvret ( WL - Courcelles )
0211.401.008,1,1,Fabrique d'Eglise à Sovet ( WL - Ciney )
0211.401.107,2,1,Kerkfabriek Sint-Jozef (VL - Sint-Niklaas)
0211.401.305,2,1,Kerkfabriek Sint-Pharaïldis (VL - Lede)
0211.401.404,1,1,Fabrique d'Eglise Saint-Hubert à Sommière ( WL - Onhaye )
0211.401.602,2,1,Kerkfabriek Sint-Niklaas en Sint-Pieter (VL - Sint-Truiden)
0211.401.701,1,1,Fabrique d'Eglise Notre-Dame et Saint-Remacle (WL - Spa)
0211.401.897,2,1,Kerkfabriek Sint-Cornelius (VL - Gistel)
0211.401.996,2,1,Kerkfabriek Heilige Martinus (VL - Sint-Truiden)
0211.402.095,1,1,Fabrique d'Eglise à Soye ( WL - Floreffe )
0211.402.194,1,1,Fabrique d'Eglise Saint-Georges à Spontin (WL - Yvoir)
0211.402.293,1,1,Fabrique d'Eglise Saint-Corneille à Fêcher (WL - Soumagne)
0211.402.491,1,1,Fabrique d'Eglise Saint-Martin (WL - Sprimont)
0211.402.590,1,1,Fabrique d'Eglise Saint Jean Baptiste à Sosoye ( WL - Anhée )
0211.402.689,1,1,Fabrique d'Eglise Saint-Gérard et Sainte-Thérèse de l'Enfant Jésus à Nivezé (WL - Spa)
0211.402.887,1,1,Fabrique d'Eglise Sainte-Thérèse à Nonceveux (WL - Aywaille)
0211.402.986,2,1,Kerkfabriek Sint-Jan Baptist te Stalhille (VL - Jabbeke)
0211.403.085,1,1,Fabrique d'Eglise Saint-Lambert (WL - Soumagne)
0211.403.283,1,1,Fabrique d'Eglise Nativité Notre-Dame à Stave ( WL - Mettet )
0211.403.382,1,1,Fabrique d'Eglise Saint-Joseph à Creppe (WL - Spa)
0211.403.580,1,1,Fabrique Saint-André à Coo (WL - Stavelot)
0211.403.679,1,1,Fabrique d'Eglise Saint-Félix à Francheville (WL - Stavelot)
0211.403.877,2,1,Kerkfabriek Sint-Jan Evangelist te Steendorp (VL - Temse)
0211.403.976,2,1,Kerkfabriek Sint-Genoveva te Steenhuffel (VL - Londerzeel)
0211.404.075,2,1,Kerkfabriek Onze-Lieve-Vrouw Hemelvaart te Steenhuize-Wijnhuize (VL - Herzele)
0211.404.273,2,1,Kerkfabriek Heilige Laurentius ( WL - Braine-le-Comte )
0211.404.372,1,1,Fabrique d'Eglise Saint Martin ( WL -  Braine-le-Comte )
0211.404.471,2,1,Kerkfabriek Onze-Lieve-Vrouw Boodschap te Spalbeek (VL - Hasselt)
0211.404.570,1,1,Fabrique d'Eglise de l'Enfant Jésus à Chanxhe (WL -  Sprimont)
0211.404.669,1,1,Fabrique d'Eglise Saint-Nicolas à Stembert (WL - Verviers)
0211.404.768,1,1,Fabrique d'Eglise Saint Jean Baptiste ( WL- Verviers )
0211.404.867,2,1,Kerkfabriek Sint-Catharina (VL - Oostende)
0211.404.966,2,1,Kerkfabriek Sint-Anna te Stene (VL - Oostende)
0211.405.065,2,1,Kerkfabriek Sint-Franciscus van Assisi te Stene (VL - Oostende)
0211.405.164,2,1,Kerkfabriek Sint-Pancratius te Sterrebeek (VL - Zaventem)
0211.405.362,2,1,Kerkfabriek Sint-Jan-Onthoofding te Stavele (VL - Alveringem)
0211.405.461,2,1,Kerkfabriek Heilig Kruis (VL - Stekene)
0211.405.560,2,1,Kerkfabriek Onze-Lieve-Vrouw van Bijstand (VL - Stekene)
0211.405.659,1,1,Fabrique d'Eglise à Spy ( WL - Jemeppe-sur-Sambre )
